configurations,generic format,exact frequency,samsung galaxy format,exact frequencies,phone energy,phone power,workload,energy by workload,starting cc_info,ending cc_info
0333-0202,[0- 3- 3- 3- 0- 0- 0- 0- 0- 0- 2- 0- 2],[0- 1690000- 1690000- 1690000- 0- 0- 0- 0- 0- 0- 1469000- 0- 1469000],[0- 3- 3- 3- 0- 2- 0- 2],[0- 1690000- 1690000- 1690000- 0- 1469000- 0- 1469000],91.51868444561656,2601.7064305736167,8.96494e+11,1.02085e-10,2621000,2619500
0011-2202,[0- 0- 1- 1- 0- 0- 0- 0- 0- 2- 2- 0- 2],[0- 0- 598000- 598000- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 1469000],[0- 0- 1- 1- 2- 2- 0- 2],[0- 0- 598000- 598000- 1469000- 1469000- 0- 1469000],87.43858531009103,2501.6558422922976,8.60923e+11,1.01564e-10,2616000,2615500
0333-1001,[0- 3- 3- 3- 0- 0- 0- 0- 0- 1- 0- 0- 1],[0- 1690000- 1690000- 1690000- 0- 0- 0- 0- 0- 741000- 0- 0- 741000],[0- 3- 3- 3- 1- 0- 0- 1],[0- 1690000- 1690000- 1690000- 741000- 0- 0- 741000],70.12495871728183,2036.8429665168107,6.3294e+11,1.10792e-10,2614000,2614000
1110-0110,[1- 1- 1- 0- 0- 0- 0- 0- 0- 0- 1- 1- 0],[598000- 598000- 598000- 0- 0- 0- 0- 0- 0- 0- 741000- 741000- 0],[1- 1- 1- 0- 0- 1- 1- 0],[598000- 598000- 598000- 0- 0- 741000- 741000- 0],46.48836389397682,1375.4453310142567,3.38587e+11,1.37301e-10,2612500,2612500
2222-0011,[2- 2- 2- 2- 0- 0- 0- 0- 0- 0- 0- 1- 1],[1248000- 1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 741000- 741000],[2- 2- 2- 2- 0- 0- 1- 1],[1248000- 1248000- 1248000- 1248000- 0- 0- 741000- 741000],57.803218191185564,1687.5029279083308,6.12778e+11,9.43298e-11,2610500,2610500
3303-0010,[3- 3- 0- 3- 0- 0- 0- 0- 0- 0- 0- 1- 0],[1690000- 1690000- 0- 1690000- 0- 0- 0- 0- 0- 0- 0- 741000- 0],[3- 3- 0- 3- 0- 0- 1- 0],[1690000- 1690000- 0- 1690000- 0- 0- 741000- 0],62.557345528219294,1834.0008790620582,4.97592e+11,1.2572e-10,2609500,2609500
0020-0220,[0- 0- 2- 0- 0- 0- 0- 0- 0- 0- 2- 2- 0],[0- 0- 1248000- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 0],[0- 0- 2- 0- 0- 2- 2- 0],[0- 0- 1248000- 0- 0- 1469000- 1469000- 0],45.66057335531066,1355.5596109026415,2.80919e+11,1.6254e-10,2607500,2607500
1101-0020,[1- 1- 0- 1- 0- 0- 0- 0- 0- 0- 0- 2- 0],[598000- 598000- 0- 598000- 0- 0- 0- 0- 0- 0- 0- 1469000- 0],[1- 1- 0- 1- 0- 0- 2- 0],[598000- 598000- 0- 598000- 0- 0- 1469000- 0],40.85218864169798,1223.464152687641,2.50212e+11,1.6327e-10,2609000,2609000
0011-2220,[0- 0- 1- 1- 0- 0- 0- 0- 0- 2- 2- 2- 0],[0- 0- 598000- 598000- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000- 0],[0- 0- 1- 1- 2- 2- 2- 0],[0- 0- 598000- 598000- 1469000- 1469000- 1469000- 0],53.21646515709505,1562.605483587304,4.66896e+11,1.13979e-10,2607500,2607500
0100-1111,[0- 1- 0- 0- 0- 0- 0- 0- 0- 1- 1- 1- 1],[0- 598000- 0- 0- 0- 0- 0- 0- 0- 741000- 741000- 741000- 741000],[0- 1- 0- 0- 1- 1- 1- 1],[0- 598000- 0- 0- 741000- 741000- 741000- 741000],57.63693828796705,1696.7671411616268,5.29697e+11,1.08811e-10,2606500,2606500
2220-0002,[2- 2- 2- 0- 0- 0- 0- 0- 0- 0- 0- 0- 2],[1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 1469000],[2- 2- 2- 0- 0- 0- 0- 2],[1248000- 1248000- 1248000- 0- 0- 0- 0- 1469000],51.820824721810226,1539.140631699505,3.49533e+11,1.48257e-10,2604500,2604500
1101-1101,[1- 1- 0- 1- 0- 0- 0- 0- 0- 1- 1- 0- 1],[598000- 598000- 0- 598000- 0- 0- 0- 0- 0- 741000- 741000- 0- 741000],[1- 1- 0- 1- 1- 1- 0- 1],[598000- 598000- 0- 598000- 741000- 741000- 0- 741000],53.82322414746841,1587.1038965359428,4.92804e+11,1.09218e-10,2603500,2603500
0303-2202,[0- 3- 0- 3- 0- 0- 0- 0- 0- 2- 2- 0- 2],[0- 1690000- 0- 1690000- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 1469000],[0- 3- 0- 3- 2- 2- 0- 2],[0- 1690000- 0- 1690000- 1469000- 1469000- 0- 1469000],92.07079135699803,2619.148962732569,1.02227e+12,9.0065e-11,2597500,2584500
0110-2220,[0- 1- 1- 0- 0- 0- 0- 0- 0- 2- 2- 2- 0],[0- 598000- 598000- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000- 0],[0- 1- 1- 0- 2- 2- 2- 0],[0- 598000- 598000- 0- 1469000- 1469000- 1469000- 0],52.23889826180794,1539.7050876973549,4.45583e+11,1.17237e-10,2583000,2583000
0003-2000,[0- 0- 0- 3- 0- 0- 0- 0- 0- 2- 0- 0- 0],[0- 0- 0- 1690000- 0- 0- 0- 0- 0- 1469000- 0- 0- 0],[0- 0- 0- 3- 2- 0- 0- 0],[0- 0- 0- 1690000- 1469000- 0- 0- 0],49.78463516283806,1470.7680028848438,2.40778e+11,2.06766e-10,2584500,2584500
1101-0222,[1- 1- 0- 1- 0- 0- 0- 0- 0- 0- 2- 2- 2],[598000- 598000- 0- 598000- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000],[1- 1- 0- 1- 0- 2- 2- 2],[598000- 598000- 0- 598000- 0- 1469000- 1469000- 1469000],88.1988406238819,2525.0143344850517,8.8992e+11,9.91087e-11,2582500,2582000
2220-1010,[2- 2- 2- 0- 0- 0- 0- 0- 0- 1- 0- 1- 0],[1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 741000- 0- 741000- 0],[2- 2- 2- 0- 1- 0- 1- 0],[1248000- 1248000- 1248000- 0- 741000- 0- 741000- 0],48.51422751414818,1434.133772187846,4.30763e+11,1.12624e-10,2580500,2580500
3303-2202,[3- 3- 0- 3- 0- 0- 0- 0- 0- 2- 2- 0- 2],[1690000- 1690000- 0- 1690000- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 1469000],[3- 3- 0- 3- 2- 2- 0- 2],[1690000- 1690000- 0- 1690000- 1469000- 1469000- 0- 1469000],92.04366316737286,2620.393660027732,1.14101e+12,8.06686e-11,2574000,2553500
3330-1111,[3- 3- 3- 0- 0- 0- 0- 0- 0- 1- 1- 1- 1],[1690000- 1690000- 1690000- 0- 0- 0- 0- 0- 0- 741000- 741000- 741000- 741000],[3- 3- 3- 0- 1- 1- 1- 1],[1690000- 1690000- 1690000- 0- 741000- 741000- 741000- 741000],58.34962739667262,1712.1856451622727,5.72832e+11,1.01862e-10,2559000,2559000
0101-0020,[0- 1- 0- 1- 0- 0- 0- 0- 0- 0- 0- 2- 0],[0- 598000- 0- 598000- 0- 0- 0- 0- 0- 0- 0- 1469000- 0],[0- 1- 0- 1- 0- 0- 2- 0],[0- 598000- 0- 598000- 0- 0- 1469000- 0],40.07778042239593,1197.2851928376945,2.08234e+11,1.92465e-10,2558000,2558000
0303-0020,[0- 3- 0- 3- 0- 0- 0- 0- 0- 0- 0- 2- 0],[0- 1690000- 0- 1690000- 0- 0- 0- 0- 0- 0- 0- 1469000- 0],[0- 3- 0- 3- 0- 0- 2- 0],[0- 1690000- 0- 1690000- 0- 0- 1469000- 0],55.713067179400355,1642.564677285043,3.70935e+11,1.50196e-10,2556500,2556500
2002-0003,[2- 0- 0- 2- 0- 0- 0- 0- 0- 0- 0- 0- 3],[1248000- 0- 0- 1248000- 0- 0- 0- 0- 0- 0- 0- 0- 2314000],[2- 0- 0- 2- 0- 0- 0- 3],[1248000- 0- 0- 1248000- 0- 0- 0- 2314000],91.65208265557725,2608.2567026211073,5.86439e+11,1.56286e-10,2548500,2536000
1010-0011,[1- 0- 1- 0- 0- 0- 0- 0- 0- 0- 0- 1- 1],[598000- 0- 598000- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 741000],[1- 0- 1- 0- 0- 0- 1- 1],[598000- 0- 598000- 0- 0- 0- 741000- 741000],45.91313441738388,1362.4330265730114,3.14362e+11,1.46052e-10,2534000,2534000
2222-0010,[2- 2- 2- 2- 0- 0- 0- 0- 0- 0- 0- 1- 0],[1248000- 1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 741000- 0],[2- 2- 2- 2- 0- 0- 1- 0],[1248000- 1248000- 1248000- 1248000- 0- 0- 741000- 0],49.5107550906526,1459.6752256935913,4.84075e+11,1.02279e-10,2535500,2535500
2222-3030,[2- 2- 2- 2- 0- 0- 0- 0- 0- 3- 0- 3- 0],[1248000- 1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 2314000- 0- 2314000- 0],[2- 2- 2- 2- 3- 0- 3- 0],[1248000- 1248000- 1248000- 1248000- 2314000- 0- 2314000- 0],56.857447718485275,1675.7703243339433,6.17044e+11,9.21449e-11,2533000,2533000
0330-3330,[0- 3- 3- 0- 0- 0- 0- 0- 0- 3- 3- 3- 0],[0- 1690000- 1690000- 0- 0- 0- 0- 0- 0- 2314000- 2314000- 2314000- 0],[0- 3- 3- 0- 3- 3- 3- 0],[0- 1690000- 1690000- 0- 2314000- 2314000- 2314000- 0],52.89973137461709,1557.1830208996582,4.43849e+11,1.19184e-10,2531500,2531500
